fincode,invdate,noshares,percent_aum,schemecode
208412,2026-05-31,5251,0.38,49368
233063,2026-05-31,5096,0.38,49368
295872,2026-05-31,734,0.38,49368
123457,2026-05-31,366,0.38,49368
100408,2026-05-31,599,0.37,49368
109480,2026-05-31,4957,0.35,49368
100488,2026-05-31,91,0.35,49368
293380,2026-05-31,1387,0.35,49368
209037,2026-05-31,9881,0.35,49368
132892,2026-05-31,2711,0.34,49368
226720,2026-05-31,6708,0.34,49368
208607,2026-05-31,1511,0.33,49368
100877,2026-05-31,5630,0.32,49368
243036,2026-05-31,4611,0.31,49368
294320,2026-05-31,2853,0.31,49368
219691,2026-05-31,1473,0.31,49368
314935,2026-05-31,2030,0.31,49368
208364,2026-05-31,608,0.31,49368
132331,2026-05-31,733,0.31,49368
218756,2026-05-31,3160,0.30,49368
210174,2026-05-31,5382,0.29,49368
113683,2026-05-31,5678,0.28,49368
322541,2026-05-31,10632,0.28,49368
207872,2026-05-31,1309,0.28,49368
212705,2026-05-31,1604,0.28,49368
132889,2026-05-31,1936,0.27,49368
207673,2026-05-31,9693,0.27,49368
208414,2026-05-31,13848,0.26,49368
213327,2026-05-31,8735,0.25,49368
279664,2026-05-31,1474,0.25,49368
100092,2026-05-31,424,0.24,49368
317139,2026-05-31,16169,0.24,49368
215477,2026-05-31,614,0.24,49368
132478,2026-05-31,1257,0.24,49368
100495,2026-05-31,578,0.24,49368
268618,2026-05-31,480,0.24,49368
228460,2026-05-31,19272,0.23,49368
100163,2026-05-31,709,0.23,49368
123395,2026-05-31,49,0.23,49368
100660,2026-05-31,720,0.23,49368
101301,2026-05-31,2270,0.22,49368
237831,2026-05-31,5654,0.22,49368
100410,2026-05-31,1044,0.21,49368
117174,2026-05-31,38,0.19,49368
132129,2026-05-31,2582,0.19,49368
220512,2026-05-31,12450,0.13,49368
100164,2026-05-31,751,0.12,49368
228049,2026-05-31,1083,0.12,49368
217385,2026-05-31,4189,0.09,49368
132296,2026-05-31,7000,2.48,7569
132810,2026-05-31,24000,1.60,7569
132555,2026-05-31,22500,1.36,7569
100425,2026-05-31,16000,1.12,7569
100112,2026-05-31,7264,1.09,7569
132921,2026-05-31,3850,1.08,7569
132898,2026-05-31,23000,1.04,7569
100049,2026-05-31,15992,1.02,7569
113599,2026-05-31,11771,0.99,7569
100820,2026-05-31,2250,0.94,7569
100550,2026-05-31,1500,0.90,7569
100470,2026-05-31,25245,0.82,7569
132174,2026-05-31,4000,0.78,7569
302921,2026-05-31,1966,0.65,7569
100290,2026-05-31,32,0.62,7569
100113,2026-05-31,19000,0.61,7569
132454,2026-05-31,2100,0.60,7569
100325,2026-05-31,2900,0.60,7569
291768,2026-05-31,6000,0.49,7569
100247,2026-05-31,7500,0.45,7569
100825,2026-05-31,500,0.41,7569
100295,2026-05-31,6000,0.33,7569
132356,2026-05-31,3800,0.22,7569
100271,2026-05-31,792,0.21,7569
308651,2026-05-31,4634,0.15,7569
317079,2026-05-31,4000,0.15,7569
324996,2026-05-31,6000,0.35,7569
217126,2026-05-31,6000,0.08,7569
324997,2026-05-31,6000,0.02,7569
226019,2026-05-31,6000,0.01,7569
209867,2026-05-31,49448,3.70,41461
132488,2026-05-31,1556,3.18,41461
100480,2026-05-31,1658,3.00,41461
322918,2026-05-31,25628,2.99,41461
132343,2026-05-31,2842,2.92,41461
209550,2026-05-31,16518,2.68,41461
100469,2026-05-31,30067,2.67,41461
100400,2026-05-31,20288,2.62,41461
132667,2026-05-31,147360,2.59,41461
111243,2026-05-31,5200,2.45,41461
117334,2026-05-31,54123,2.42,41461
217389,2026-05-31,13172,2.41,41461
100182,2026-05-31,1564,2.35,41461
132810,2026-05-31,17729,2.33,41461
100825,2026-05-31,1441,2.30,41461
223595,2026-05-31,1827,2.28,41461
132187,2026-05-31,7991,2.24,41461
100547,2026-05-31,23838,2.18,41461
100850,2026-05-31,10776,2.17,41461
254493,2026-05-31,4124,2.16,41461
209967,2026-05-31,15784,2.15,41461
210590,2026-05-31,1329,2.12,41461
286335,2026-05-31,6848,2.08,41461
100257,2026-05-31,2958,2.06,41461
208280,2026-05-31,2458,2.03,41461
130965,2026-05-31,44829,1.93,41461
132134,2026-05-31,22731,1.87,41461
132541,2026-05-31,4259,1.86,41461
210072,2026-05-31,505,1.79,41461
278580,2026-05-31,80847,1.77,41461
100331,2026-05-31,3728,1.70,41461
132155,2026-05-31,32916,1.66,41461
132483,2026-05-31,40979,1.65,41461
131642,2026-05-31,6499,1.64,41461
217379,2026-05-31,2981,1.64,41461
100490,2026-05-31,516,1.64,41461
200055,2026-05-31,15111,1.57,41461
132648,2026-05-31,214560,1.53,41461
132424,2026-05-31,4748,1.50,41461
103806,2026-05-31,1773,1.48,41461
132777,2026-05-31,4671,1.43,41461
132868,2026-05-31,7858,1.43,41461
216156,2026-05-31,1122,1.40,41461
132432,2026-05-31,3552,1.39,41461
132461,2026-05-31,42099,1.37,41461
100387,2026-05-31,163,1.27,41461
269404,2026-05-31,1276,1.23,41461
117354,2026-05-31,3064,1.11,41461
100425,2026-05-31,7640,1.05,41461
100830,2026-05-31,1594,1.01,41461
124715,2026-05-31,7697,4.61,49584
100520,2026-05-31,4452,4.51,49584
132500,2026-05-31,994,4.34,49584
100470,2026-05-31,62582,4.33,49584
100325,2026-05-31,9559,4.20,49584
100440,2026-05-31,10960,4.11,49584
100228,2026-05-31,7099,3.02,49584
100049,2026-05-31,21853,2.99,49584
200132,2026-05-31,839,2.92,49584
105200,2026-05-31,1042,2.49,49584
132488,2026-05-31,962,2.13,49584
100570,2026-05-31,15858,2.08,49584
100124,2026-05-31,4614,2.00,49584
100087,2026-05-31,4260,1.99,49584
132343,2026-05-31,1778,1.98,49584
219494,2026-05-31,1158,1.66,49584
117334,2026-05-31,33510,1.62,49584
100480,2026-05-31,824,1.61,49584
322918,2026-05-31,12751,1.61,49584
100547,2026-05-31,15345,1.52,49584
100295,2026-05-31,12866,1.51,49584
132667,2026-05-31,74059,1.40,49584
100257,2026-05-31,1836,1.38,49584
271867,2026-05-31,2946,1.33,49584
130965,2026-05-31,28290,1.32,49584
100493,2026-05-31,2018,1.31,49584
122275,2026-05-31,756,1.29,49584
100093,2026-05-31,4186,1.28,49584
100103,2026-05-31,8906,1.23,49584
210072,2026-05-31,312,1.20,49584
100420,2026-05-31,792,1.16,49584
100331,2026-05-31,2348,1.16,49584
132286,2026-05-31,2804,1.13,49584
132725,2026-05-31,184,1.12,49584
211337,2026-05-31,322,1.02,49584
124804,2026-05-31,2117,1.00,49584
103806,2026-05-31,1099,0.99,49584
112070,2026-05-31,4246,0.91,49584
100477,2026-05-31,17457,0.90,49584
269404,2026-05-31,809,0.85,49584
212427,2026-05-31,443,0.81,49584
100530,2026-05-31,66,0.80,49584
100002,2026-05-31,320,0.77,49584
117354,2026-05-31,1910,0.75,49584
100575,2026-05-31,1725,0.71,49584
320028,2026-05-31,540,0.70,49584
208361,2026-05-31,1080,0.69,49584
100188,2026-05-31,3282,0.69,49584
100550,2026-05-31,539,0.69,49584
214179,2026-05-31,3394,0.69,49584
132321,2026-05-31,1894,0.68,49584
190059,2026-05-31,1110,0.68,49584
117569,2026-05-31,377,0.66,49584
132504,2026-05-31,278,0.66,49584
100290,2026-05-31,15,0.62,49584
132827,2026-05-31,48,0.61,49584
123642,2026-05-31,613,0.57,49584
106395,2026-05-31,895,0.52,49584
100067,2026-05-31,982,0.52,49584
132539,2026-05-31,1375,0.50,49584
109930,2026-05-31,393,0.46,49584
280713,2026-05-31,4864,0.46,49584
102355,2026-05-31,608,0.45,49584
113599,2026-05-31,2485,0.45,49584
132830,2026-05-31,747,0.39,49584
123457,2026-05-31,159,0.38,49584
219700,2026-05-31,464,0.38,49584
100184,2026-05-31,1778,0.36,49584
132683,2026-05-31,237,0.35,49584
132889,2026-05-31,842,0.27,49584
219691,2026-05-31,516,0.25,49584
100870,2026-05-31,3657,0.22,49584
223187,2026-05-31,191,0.20,49584
100495,2026-05-31,203,0.19,49584
117174,2026-05-31,13,0.15,49584
228049,2026-05-31,471,0.12,49584
324997,2026-05-31,12212,0.49,49584
217126,2026-05-31,12212,0.49,49584
324996,2026-05-31,12212,0.49,49584
226019,2026-05-31,12212,0.49,49584
211337,2026-05-31,1549,6.12,47964
100820,2026-05-31,5159,5.75,47964
100300,2026-05-31,4204,5.47,47964
103100,2026-05-31,7291,5.38,47964
117569,2026-05-31,2399,5.28,47964
210072,2026-05-31,1085,5.21,47964
100387,2026-05-31,485,5.12,47964
132868,2026-05-31,20094,4.96,47964
132538,2026-05-31,1005,4.80,47964
100425,2026-05-31,24532,4.58,47964
219442,2026-05-31,10966,4.29,47964
117354,2026-05-31,8421,4.13,47964
208238,2026-05-31,5550,4.08,47964
100575,2026-05-31,7820,4.07,47964
109930,2026-05-31,2540,3.75,47964
213838,2026-05-31,6586,3.74,47964
132644,2026-05-31,1636,3.53,47964
100067,2026-05-31,4998,3.31,47964
220018,2026-05-31,4562,3.28,47964
132830,2026-05-31,4740,3.13,47964
100253,2026-05-31,11646,2.59,47964
109480,2026-05-31,10971,2.29,47964
293380,2026-05-31,3015,2.20,47964
228460,2026-05-31,42469,1.50,47964
100410,2026-05-31,2282,1.33,47964
132454,2026-05-31,2400,2.36,8512
100325,2026-05-31,3000,2.14,8512
100180,2026-05-31,5000,2.01,8512
100112,2026-05-31,2400,1.25,8512
132174,2026-05-31,1600,1.08,8512
100209,2026-05-31,1707,1.07,8512
200132,2026-05-31,160,0.90,8512
132281,2026-05-31,1400,0.89,8512
132215,2026-05-31,1200,0.83,8512
132755,2026-05-31,1000,0.80,8512
132538,2026-05-31,125,0.77,8512
212427,2026-05-31,250,0.74,8512
100247,2026-05-31,3375,0.70,8512
219494,2026-05-31,250,0.58,8512
100520,2026-05-31,350,0.57,8512
100510,2026-05-31,250,0.55,8512
131642,2026-05-31,1100,0.49,8512
123642,2026-05-31,320,0.48,8512
100480,2026-05-31,150,0.48,8512
215367,2026-05-31,2000,0.46,8512
322918,2026-05-31,2000,0.41,8512
100257,2026-05-31,200,0.24,8512
207901,2026-05-31,1391,4.21,48183
208766,2026-05-31,869,1.87,48183
100469,2026-05-31,8381,1.77,48183
132667,2026-05-31,41323,1.72,48183
122275,2026-05-31,422,1.59,48183
100182,2026-05-31,442,1.58,48183
100103,2026-05-31,4970,1.51,48183
132187,2026-05-31,2242,1.50,48183
254493,2026-05-31,1160,1.44,48183
209967,2026-05-31,4407,1.42,48183
210590,2026-05-31,370,1.40,48183
286335,2026-05-31,1926,1.38,48183
100257,2026-05-31,826,1.37,48183
271867,2026-05-31,1325,1.32,48183
100493,2026-05-31,908,1.30,48183
211337,2026-05-31,180,1.25,48183
132541,2026-05-31,1185,1.23,48183
296765,2026-05-31,43,1.21,48183
132843,2026-05-31,1774,1.20,48183
210072,2026-05-31,140,1.18,48183
278580,2026-05-31,22554,1.17,48183
208883,2026-05-31,1432,1.17,48183
100477,2026-05-31,9741,1.10,48183
100271,2026-05-31,903,1.10,48183
131642,2026-05-31,1802,1.08,48183
217379,2026-05-31,826,1.08,48183
132648,2026-05-31,59784,1.01,48183
124804,2026-05-31,952,0.99,48183
103806,2026-05-31,494,0.98,48183
132822,2026-05-31,94001,0.96,48183
132234,2026-05-31,3053,0.95,48183
132777,2026-05-31,1301,0.94,48183
100104,2026-05-31,3269,0.94,48183
112070,2026-05-31,1909,0.90,48183
302988,2026-05-31,4656,0.89,48183
132754,2026-05-31,12149,0.89,48183
293862,2026-05-31,4671,0.88,48183
132296,2026-05-31,513,0.85,48183
269404,2026-05-31,364,0.83,48183
190059,2026-05-31,619,0.83,48183
103100,2026-05-31,635,0.82,48183
117569,2026-05-31,210,0.81,48183
212427,2026-05-31,199,0.80,48183
208461,2026-05-31,1835,0.80,48183
132523,2026-05-31,2430,0.76,48183
126371,2026-05-31,11768,0.76,48183
126299,2026-05-31,451,0.75,48183
221877,2026-05-31,326,0.75,48183
242461,2026-05-31,2807,0.74,48183
117354,2026-05-31,859,0.74,48183
100113,2026-05-31,4922,0.73,48183
132814,2026-05-31,1203,0.73,48183
190071,2026-05-31,234,0.72,48183
228974,2026-05-31,885,0.71,48183
100575,2026-05-31,776,0.71,48183
132497,2026-05-31,267,0.69,48183
100830,2026-05-31,448,0.67,48183
132779,2026-05-31,647,0.67,48183
211840,2026-05-31,385,0.67,48183
208238,2026-05-31,507,0.65,48183
100096,2026-05-31,2010,0.65,48183
200091,2026-05-31,1857,0.65,48183
317635,2026-05-31,7252,0.64,48183
100290,2026-05-31,7,0.63,48183
216369,2026-05-31,10771,0.62,48183
220350,2026-05-31,2901,0.61,48183
132466,2026-05-31,81,0.59,48183
132827,2026-05-31,21,0.59,48183
100483,2026-05-31,400,0.57,48183
213838,2026-05-31,574,0.57,48183
109930,2026-05-31,219,0.57,48183
112455,2026-05-31,429,0.56,48183
123642,2026-05-31,276,0.56,48183
132259,2026-05-31,58,0.56,48183
132508,2026-05-31,1089,0.54,48183
132644,2026-05-31,142,0.54,48183
228347,2026-05-31,944,0.53,48183
124494,2026-05-31,473,0.53,48183
106395,2026-05-31,402,0.51,48183
100067,2026-05-31,442,0.51,48183
132522,2026-05-31,2551,0.50,48183
220018,2026-05-31,401,0.50,48183
132720,2026-05-31,2253,0.50,48183
132539,2026-05-31,618,0.50,48183
210258,2026-05-31,1342,0.49,48183
209078,2026-05-31,606,0.49,48183
132830,2026-05-31,417,0.48,48183
100411,2026-05-31,132,0.48,48183
225051,2026-05-31,1021,0.47,48183
217376,2026-05-31,1512,0.45,48183
102355,2026-05-31,273,0.44,48183
100086,2026-05-31,1549,0.44,48183
132683,2026-05-31,132,0.43,48183
318678,2026-05-31,3815,0.43,48183
132149,2026-05-31,4137,0.42,48183
215367,2026-05-31,1333,0.42,48183
105790,2026-05-31,137,0.41,48183
132525,2026-05-31,6933,0.40,48183
100253,2026-05-31,1024,0.40,48183
131344,2026-05-31,1175,0.40,48183
100368,2026-05-31,1179,0.39,48183
208412,2026-05-31,1027,0.38,48183
295872,2026-05-31,144,0.38,48183
233063,2026-05-31,997,0.38,48183
123457,2026-05-31,72,0.38,48183
100408,2026-05-31,117,0.37,48183
109480,2026-05-31,970,0.35,48183
100488,2026-05-31,18,0.35,48183
293380,2026-05-31,271,0.35,48183
209037,2026-05-31,1933,0.35,48183
132892,2026-05-31,530,0.34,48183
226720,2026-05-31,1312,0.34,48183
208607,2026-05-31,296,0.33,48183
100877,2026-05-31,1101,0.32,48183
243036,2026-05-31,902,0.32,48183
294320,2026-05-31,558,0.31,48183
219691,2026-05-31,288,0.31,48183
314935,2026-05-31,397,0.31,48183
208364,2026-05-31,119,0.31,48183
132331,2026-05-31,143,0.31,48183
218756,2026-05-31,618,0.30,48183
210174,2026-05-31,1053,0.29,48183
113683,2026-05-31,1111,0.28,48183
322541,2026-05-31,2080,0.28,48183
207872,2026-05-31,256,0.28,48183
212705,2026-05-31,314,0.28,48183
132889,2026-05-31,379,0.27,48183
207673,2026-05-31,1896,0.27,48183
208414,2026-05-31,2709,0.26,48183
213327,2026-05-31,1709,0.25,48183
279664,2026-05-31,288,0.25,48183
123395,2026-05-31,10,0.24,48183
100092,2026-05-31,83,0.24,48183
317139,2026-05-31,3163,0.24,48183
215477,2026-05-31,120,0.24,48183
132478,2026-05-31,246,0.24,48183
268618,2026-05-31,94,0.24,48183
100495,2026-05-31,113,0.24,48183
228460,2026-05-31,3770,0.23,48183
100163,2026-05-31,139,0.23,48183
100660,2026-05-31,141,0.23,48183
101301,2026-05-31,444,0.22,48183
237831,2026-05-31,1106,0.22,48183
100410,2026-05-31,204,0.21,48183
132129,2026-05-31,505,0.19,48183
117174,2026-05-31,7,0.18,48183
220512,2026-05-31,2435,0.13,48183
100164,2026-05-31,147,0.12,48183
228049,2026-05-31,212,0.12,48183
217385,2026-05-31,819,0.09,48183
100209,2026-05-31,14712,26.99,48249
132540,2026-05-31,5505,19.65,48249
132755,2026-05-31,4865,11.41,48249
132281,2026-05-31,5688,10.64,48249
107685,2026-05-31,21902,7.07,48249
210590,2026-05-31,834,6.84,48249
132541,2026-05-31,2667,5.99,48249
216156,2026-05-31,711,4.56,48249
126299,2026-05-31,1014,3.64,48249
132466,2026-05-31,183,2.88,48249
